"May 11 2006",11.88
"May 12 2006",11.71
"May 15 2006",12.21
"May 16 2006",12.39
"May 17 2006",12.8
"May 18 2006",13.09
"May 19 2006",13.58
"May 22 2006",13.76
"May 23 2006",13.94
"May 24 2006",14.25
"May 25 2006",14.07
"May 26 2006",14.01
"May 30 2006",13.95
"May 31 2006",13.9
"Jun 01 2006",13.84
"Jun 02 2006",13.81
"Jun 05 2006",14.28
"Jun 06 2006",14.53
"Jun 07 2006",14.74
"Jun 08 2006",14.8
"Jun 09 2006",14.79
"Jun 12 2006",14.77
"Jun 13 2006",14.75
"Jun 14 2006",14.54
"Jun 15 2006",14.69
"Jun 16 2006",14.67
"Jun 19 2006",15.01
"Jun 20 2006",15.16
"Jun 21 2006",15.37
"Jun 22 2006",15.46
"Jun 23 2006",15.45
"Jun 26 2006",14.94
"Jun 27 2006",14.59
"Jun 28 2006",14.35
"Jun 29 2006",14.33
"Jun 30 2006",14.54
"Jul 03 2006",15.3
"Jul 05 2006",15.12
"Jul 06 2006",15.24
"Jul 07 2006",14.99
"Jul 10 2006",14.77
"Jul 11 2006",14.8
"Jul 12 2006",14.91
"Jul 13 2006",15.09
"Jul 14 2006",15.06
"Jul 17 2006",15.37
"Jul 18 2006",15.48
"Jul 19 2006",15.37
"Jul 20 2006",15.1
"Jul 21 2006",14.9
"Jul 24 2006",15.39
"Jul 25 2006",15.34
"Jul 26 2006",15.52
"Jul 27 2006",15.29
"Jul 28 2006",15.12
"Jul 31 2006",14.9
"Aug 01 2006",15.04
"Aug 02 2006",15.03
"Aug 03 2006",15.23
"Aug 04 2006",15.02
"Aug 07 2006",15.06
"Aug 08 2006",14.83
"Aug 09 2006",14.56
"Aug 10 2006",14.96
"Aug 11 2006",14.84
"Aug 14 2006",14.81
"Aug 15 2006",14.74
"Aug 16 2006",14.71
"Aug 17 2006",14.62
"Aug 18 2006",14.81
"Aug 21 2006",14.93
"Aug 22 2006",15.17
"Aug 23 2006",15.3
"Aug 24 2006",15.65
"Aug 25 2006",15.81
"Aug 28 2006",15.6
"Aug 29 2006",15.3
"Aug 30 2006",14.86
"Aug 31 2006",15.09
"Sep 01 2006",15.24
"Sep 05 2006",15.28
"Sep 06 2006",15.44
"Sep 07 2006",15.53
"Sep 08 2006",15.68
"Sep 11 2006",15.99
"Sep 12 2006",15.95
"Sep 13 2006",15.99
"Sep 14 2006",16.4
"Sep 15 2006",16.41
"Sep 18 2006",15.99
"Sep 19 2006",15.99
"Sep 20 2006",16.05
"Sep 21 2006",15.88
"Sep 22 2006",16.2
"Sep 25 2006",15.86
"Sep 26 2006",15.99
"Sep 27 2006",15.78
"Sep 28 2006",15.66
"Sep 29 2006",15.5
"Oct 02 2006",15.79
"Oct 03 2006",15.91
"Oct 04 2006",15.87
"Oct 05 2006",15.99
"Oct 06 2006",15.79
"Oct 09 2006",15.46
"Oct 10 2006",15.54
"Oct 11 2006",15.68
"Oct 12 2006",15.54
"Oct 13 2006",15.3
"Oct 16 2006",14.99
"Oct 17 2006",15.15
"Oct 18 2006",15.22
"Oct 19 2006",15.
"Oct 20 2006",14.93
"Oct 23 2006",15.03
"Oct 24 2006",15.01
"Oct 25 2006",14.72
"Oct 26 2006",14.72
"Oct 27 2006",14.95
"Oct 30 2006",14.71
"Oct 31 2006",14.47
"Nov 01 2006",14.5
"Nov 02 2006",14.06
"Nov 03 2006",14.24
"Nov 06 2006",14.07
"Nov 07 2006",13.96
"Nov 08 2006",13.83
"Nov 09 2006",13.96
"Nov 10 2006",13.78
"Nov 13 2006",13.91
"Nov 14 2006",13.82
"Nov 15 2006",13.81
"Nov 16 2006",13.88
"Nov 17 2006",14.03
"Nov 20 2006",14.
"Nov 21 2006",14.03
"Nov 22 2006",13.82
"Nov 24 2006",13.67
"Nov 27 2006",14.01
"Nov 28 2006",13.81
"Nov 29 2006",13.69
"Nov 30 2006",13.53
"Dec 01 2006",13.58
"Dec 04 2006",13.58
"Dec 05 2006",13.45
"Dec 06 2006",13.14
"Dec 07 2006",13.1
"Dec 08 2006",13.05
"Dec 11 2006",13.49
"Dec 12 2006",13.6
"Dec 13 2006",13.78
"Dec 14 2006",13.6
"Dec 15 2006",13.6
"Dec 18 2006",13.74
"Dec 19 2006",13.79
"Dec 20 2006",13.48
"Dec 21 2006",13.31
"Dec 22 2006",13.53
"Dec 26 2006",13.48
"Dec 27 2006",13.63
"Dec 28 2006",14.01
"Dec 29 2006",13.91
